,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
282,"[18, 10749, 10752]",31657,en,Coming Home,"The wife of a Marine serving in Vietnam, Sally Hyde decides to volunteer at a local veterans hospital to occupy her time. There she meets Luke Martin, a frustrated wheelchair-bound vet who has become disillusioned with the war. Sally and Luke develop a friendship that soon turns into a romance.",15.894,1978-02-15,Coming Home,7.0,171
283,"[18, 10752]",11778,en,The Deer Hunter,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",37.197,1978-12-08,The Deer Hunter,8.001,3474
284,"[14, 35, 10749]",12185,en,Heaven Can Wait,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently-murdered millionaire is chosen. His wife and accountant—the murderers—are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",16.071,1978-06-28,Heaven Can Wait,6.564,358
285,"[18, 80]",11327,en,Midnight Express,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",25.186,1978-08-31,Midnight Express,7.514,1574
286,"[18, 10749, 35]",38731,en,An Unmarried Woman,A wealthy woman from Manhattan's Upper East Side struggles to deal with her new identity and her sexuality after her husband of 16 years leaves her for a younger woman.,8.386,1978-05-24,An Unmarried Woman,6.6,60
287,[18],16858,en,All That Jazz,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",12.98,1979-12-16,All That Jazz,7.5,436
288,"[18, 10752]",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",33.974,1979-08-15,Apocalypse Now,8.284,7637
289,"[18, 35]",20283,en,Breaking Away,"Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.",14.781,1979-05-24,Breaking Away,7.091,236
290,[18],12102,en,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",19.863,1979-12-07,Kramer vs. Kramer,7.556,2045
291,[18],40842,en,Norma Rae,"Norma Rae is a southern textile worker employed in a factory with intolerable working conditions. This concern about the situation gives her the gumption to be the key associate to a visiting labor union organizer. Together, they undertake the difficult, and possibly dangerous, struggle to unionize her factory.",9.359,1979-03-02,Norma Rae,7.2,156
292,"[10402, 18]",16769,en,Coal Miner's Daughter,"Biography of Loretta Lynn, a country and western singer that came from poverty to fame.",10.957,1980-03-07,Coal Miner's Daughter,7.267,232
293,"[18, 36]",1955,en,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",18.345,1980-10-09,The Elephant Man,8.046,3218
294,[18],16619,en,Ordinary People,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",16.237,1980-09-19,Ordinary People,7.438,568
295,[18],1578,en,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",37.825,1980-11-14,Raging Bull,7.953,3945
296,"[18, 10749]",11121,en,Tess,"A strong-willed peasant girl is sent by her father to the estate of some local aristocrats to capitalize on a rumor that their families are from the same line, but is left traumatised from her experiences.",18.232,1979-10-06,Tess,6.997,302
297,"[80, 18, 10749]",23954,en,Atlantic City,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",13.45,1980-09-03,Atlantic City,6.8,237
298,"[18, 36]",9443,en,Chariots of Fire,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",24.353,1981-05-15,Chariots of Fire,6.8,823
299,"[18, 10749]",11816,en,On Golden Pond,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",13.637,1981-12-01,On Golden Pond,7.3,421
300,"[12, 28]",85,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",54.068,1981-06-12,Raiders of the Lost Ark,7.927,11666
301,"[18, 36, 10749]",18254,en,Reds,"An account of the revolutionary years of the legendary American journalist John Reed, who shared his adventurous professional life with his radical commitment to the socialist revolution in Russia, his dream of spreading its principles among the members of the American working class, and his troubled romantic relationship with the writer Louise Bryant.",14.453,1981-12-25,Reds,6.9,301
302,"[18, 36]",783,en,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",22.55,1982-11-30,Gandhi,7.5,2137
303,"[18, 9648, 53]",15600,en,Missing,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to Chile to investigate the sudden disappearance of his son after a military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the dictatorship.,12.841,1982-02-12,Missing,7.3,341
304,"[35, 10749]",9576,en,Tootsie,"When struggling, out of work actor Michael Dorsey secretly adopts a female alter ego - Dorothy Michaels - in order to land a part in a daytime drama, he unwittingly becomes a feminist icon and ends up in a romantic pickle.",14.503,1982-12-17,Tootsie,7.2,1611
305,[18],24226,en,The Verdict,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",17.761,1982-12-08,The Verdict,7.475,567
306,"[35, 18]",12560,en,The Big Chill,Seven old college friends gather for a weekend reunion after the funeral of one of their own.,19.771,1983-09-30,The Big Chill,6.9,521
307,[18],42122,en,The Dresser,"In a touring Shakespearean theater group, a backstage hand - the dresser, is devoted to the brilliant but tyrannical head of the company. He struggles to support the deteriorating star as the company struggles to carry on during the London blitz. The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented on-stage, as the situation comes to a crisis.",8.259,1983-12-06,The Dresser,6.7,58
308,"[18, 36, 12]",9549,en,The Right Stuff,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter, Wally Schirra, and Gordon Cooper.",18.018,1983-10-20,The Right Stuff,7.429,786
309,"[18, 10402, 10749]",42121,en,Tender Mercies,Alchoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.,12.118,1983-04-02,Tender Mercies,6.6,111
310,"[18, 35]",11050,en,Terms of Endearment,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",28.873,1983-11-20,Terms of Endearment,7.098,682
311,"[36, 10402, 18]",279,en,Amadeus,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",29.872,1984-09-19,Amadeus,8.036,3901
312,"[18, 36, 10752]",625,en,The Killing Fields,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",16.675,1984-11-23,The Killing Fields,7.504,671
313,"[18, 12, 36]",15927,en,A Passage to India,"Set during the period of growing influence of the Indian independence movement in the British Raj, the story begins with the arrival in India of a British woman, Miss Adela Quested, who is joining her fiancé, a city magistrate named Ronny Heaslop. She and Ronny's mother, Mrs. Moore, befriend an Indian doctor, Aziz H. Ahmed.",14.012,1984-12-14,A Passage to India,6.8,263
314,[18],13681,en,Places in the Heart,"In 1930s Texas, a widow and her family fight to save their home by harvesting cotton.",12.667,1984-09-11,Places in the Heart,7.2,137
315,"[18, 9648, 10752, 80]",26522,en,A Soldier's Story,"In a rural town in Louisiana, a black Master Sergeant is found shot to death just outside the local Army Base. Military lawyer, Captain Davenport—also a black man—is sent from Washington to conduct an investigation. Facing an uncooperative chain of command and fearful black troops, Davenport must battle with deceit and prejudice in order to find out exactly who really did kill the Master Sergeant.",10.857,1984-09-14,A Soldier's Story,6.7,161
316,[18],873,en,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",27.22,1985-12-18,The Color Purple,7.743,1579
317,[18],11703,en,Kiss of the Spider Woman,"The story of two radically different men thrown together in a Latin American prison cell. One is Valentin, a journalist being tortured for his political beliefs. The other is Molina, a gay window-dresser who fills their lonely nights by spinning romantic fantasies drawn from memories of old movies.",13.195,1985-07-26,Kiss of the Spider Woman,7.0,259
318,"[36, 10749, 18]",606,en,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",19.664,1985-12-20,Out of Africa,7.155,1271
319,"[10749, 35, 80]",2075,en,Prizzi's Honor,"Charley Partanna is a hitman who works for the Prizzis, one of the richest crime families in the US. When he sees Irene Walker, it's love at first sight. But he soon finds that she, too, is a killer for hire. Charley can overlook his suspicions, but he can't turn off his heart. And the couple must remember that even if they love each other, the Prizzis love only money.",12.134,1985-06-14,Prizzi's Honor,6.3,339
320,"[80, 18, 10749, 53]",9281,en,Witness,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",23.976,1985-02-08,Witness,7.082,1508
321,"[18, 10749]",1890,en,Children of a Lesser God,"Starting his new job as an instructor at a New England school for the deaf, James Leeds meets Sarah Norman, a young deaf woman who works at the school as a member of the custodial staff. In spite of Sarah's withdrawn emotional state, a romance slowly develops between the pair.",11.574,1986-09-13,Children of a Lesser God,6.9,289
322,"[35, 18]",5143,en,Hannah and Her Sisters,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",18.633,1986-02-07,Hannah and Her Sisters,7.502,946
323,"[12, 18, 28, 36]",11416,en,The Mission,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",27.524,1986-09-24,The Mission,7.393,1290
324,"[18, 10752, 28]",792,en,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",30.634,1986-12-19,Platoon,7.745,4166
325,"[18, 10749]",11257,en,A Room with a View,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",21.244,1985-12-13,A Room with a View,7.0,678
326,"[35, 10749]",12626,en,Broadcast News,"Basket-case network news producer Jane Craig falls for new reporter Tom Grunnick, a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman, a talented but plain correspondent, carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes, and both the news and Jane must decide between style and substance.",12.586,1987-12-16,Broadcast News,6.7,364
327,"[18, 53]",10998,en,Fatal Attraction,"For Dan Gallagher, life is good. He is on the rise at his New York law firm, is happily married to his wife, Beth, and has a loving daughter. But, after a casual fling with a sultry book editor named Alex, everything changes. Jilted by Dan, Alex becomes unstable, her behavior escalating from aggressive pursuit to obsessive stalking. Dan realizes that his main problem is not hiding his affair, but rather saving himself and his family.",36.704,1987-09-18,Fatal Attraction,6.8,1321
328,"[18, 10752, 10751]",32054,en,Hope and Glory,A middle-aged man recalls his childhood growing up in and around London during World War II.,11.781,1987-09-03,Hope and Glory,6.8,166
329,"[18, 36]",746,en,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",34.698,1987-10-04,The Last Emperor,7.629,1530
330,"[35, 18, 10749]",2039,en,Moonstruck,"No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, than she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",17.183,1987-12-16,Moonstruck,6.9,834
331,"[35, 18, 10749]",31052,en,The Accidental Tourist,"After the death of his son, travel writer Macon Leary seems to be sleep walking through life. Macon's wife is having similar problems. They separate, and Macon meets a strange, outgoing woman who brings him 'back down to earth', but his wife soon thinks their marriage is still worth another try.",16.709,1988-12-23,The Accidental Tourist,6.2,209
332,"[18, 10749]",859,en,Dangerous Liaisons,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",15.724,1988-12-21,Dangerous Liaisons,7.212,1060
333,"[18, 80]",1632,en,Mississippi Burning,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",33.076,1988-12-08,Mississippi Burning,7.673,1499
334,[18],380,en,Rain Man,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",34.942,1988-12-12,Rain Man,7.76,5909
335,"[35, 10749, 18]",3525,en,Working Girl,"Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",22.1,1988-12-20,Working Girl,6.596,848
336,"[18, 10752]",2604,en,Born on the Fourth of July,"Paralyzed in the Vietnam war, Ron Kovic becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",25.761,1989-12-20,Born on the Fourth of July,6.999,1562
337,[18],207,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",36.703,1989-06-02,Dead Poets Society,8.313,10470
338,[18],403,en,Driving Miss Daisy,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned.",19.496,1989-12-13,Driving Miss Daisy,7.232,1446
339,"[18, 14]",2323,en,Field of Dreams,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",21.53,1989-04-21,Field of Dreams,7.105,1338
340,[18],11005,en,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",20.209,1990-12-04,Awakenings,7.757,2313
341,"[14, 18, 53, 9648, 10749]",251,en,Ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",36.73,1990-07-13,Ghost,7.207,5172
342,"[14, 16]",258570,ja,Ghost,"Haunting light and haunted spaces, otherworldly movement and abstracted time. A ghost visits an apartment complex.",1.324,1984-01-01,Ghost,5.9,22
343,"[10749, 10751, 16, 14]",10020,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",71.554,1991-10-22,Beauty and the Beast,7.732,9376
344,"[80, 18, 9648]",10337,en,Bugsy,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea.",17.537,1991-12-10,Bugsy,6.379,350
345,"[18, 53, 36]",820,en,JFK,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,27.963,1991-12-20,JFK,7.602,1913
346,"[18, 10749]",10333,en,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,13.011,1991-12-25,The Prince of Tides,6.603,253
347,"[80, 18, 53]",274,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",11.491,1991-02-14,The Silence of the Lambs,8.343,15278
348,"[80, 18, 53]",11386,en,The Crying Game,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",19.554,1992-09-02,The Crying Game,6.8,675
349,[35],1214190,en,The Crying Game,"Roy Brush has aspirations to be a great footballer and this seems likely when he scores for England in the European Cup Final. To add to this he becomes a national hero, having seemingly saved a young lad from drowning. But Roy has a secret - he is gay - and the editor of the scurrilous 'Scum' tabloid is making it his business to out him. However, with the help of his manager, Roy can triumph at an inspirational climactic football match, where his tears touch the heart of the nation - and pundit Jimmy Twizzle gets very high on mushroom tea.",1.4,1992-05-05,The Crying Game,0.0,0
350,[18],881,en,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",33.102,1992-12-11,A Few Good Men,7.526,3260
351,"[18, 10749]",8293,en,Howards End,"A saga of class relations and changing times in an Edwardian England on the brink of modernity, the film centers on liberal Margaret Schlegel, who, along with her sister Helen, becomes involved with two couples: wealthy, conservative industrialist Henry Wilcox and his wife Ruth, and the downwardly mobile working-class Leonard Bast and his mistress Jackie.",18.583,1992-03-13,Howards End,7.0,471
352,[18],9475,en,Scent of a Woman,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",40.139,1992-12-23,Scent of a Woman,7.773,3088
353,[37],33,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",49.916,1992-08-07,Unforgiven,7.912,4037
354,"[28, 53, 18]",5503,en,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",41.968,1993-08-06,The Fugitive,7.46,3896
355,[18],7984,en,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",17.081,1993-12-12,In the Name of the Father,7.898,1609
356,"[18, 10749]",713,en,The Piano,"A mute Scottish woman arrives in colonial New Zealand for an arranged marriage. Her husband refuses to move her beloved piano, giving it to neighbor George Baines, who agrees to return the piano in exchange for lessons. As desire swirls around the duo, the wilderness consumes the European enclave.",16.445,1993-05-19,The Piano,7.375,1377
357,"[18, 10749]",1245,en,The Remains of the Day,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,24.671,1993-11-05,The Remains of the Day,7.356,1193
358,"[18, 36, 10752]",424,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,96.183,1993-12-15,Schindler's List,8.573,14880
359,"[35, 18, 10749]",13,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",88.451,1994-06-23,Forrest Gump,8.476,25792
360,"[35, 18, 10749]",712,en,Four Weddings and a Funeral,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",23.827,1994-03-09,Four Weddings and a Funeral,6.754,2487
361,"[53, 80]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",104.789,1994-09-10,Pulp Fiction,8.489,26269
362,"[36, 18, 9648]",11450,en,Quiz Show,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",18.87,1994-08-25,Quiz Show,7.265,825
363,"[18, 80]",278,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",110.352,1994-09-23,The Shawshank Redemption,8.706,25108
364,"[18, 36]",568,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",34.347,1995-06-30,Apollo 13,7.449,5053
365,"[14, 18, 35, 10751]",9598,en,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",25.056,1995-07-18,Babe,6.189,2692
366,"[28, 18, 36, 10752]",197,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",49.005,1995-05-24,Braveheart,7.936,9485
367,"[18, 10749]",4584,en,Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",22.724,1995-12-13,Sense and Sensibility,7.436,1553
368,"[18, 10749, 10752]",409,en,The English Patient,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",30.641,1996-11-14,The English Patient,7.174,1968
369,"[80, 18, 53]",275,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",49.073,1996-03-08,Fargo,7.869,7420
370,"[35, 18, 10749]",9390,en,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",31.259,1996-12-13,Jerry Maguire,6.949,3015
371,[18],11159,en,Secrets & Lies,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to a working class white woman, Cynthia. At first Cynthia denies the claim, but she eventually admits to birthing Hortense as a teenager, and the two begin to bond. However, when Cynthia invites Hortense to a family barbecue, Cynthia's already tense relationship with her family becomes even more complicated.",17.115,1996-05-24,Secrets & Lies,7.6,575
372,[18],7863,en,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",14.21,1996-08-15,Shine,7.4,601
